gene	chr	s1	s2
Vitvi07g02245	chr7	4948577	4949702
Vitvi07g00482	chr7	4950638	4955042
Vitvi07g00483	chr7	4955467	4956243
Vitvi07g00484	chr7	4960588	4966704
Vitvi07g00485	chr7	4967441	4970788
Vitvi07g00486	chr7	4971025	4986725
Vitvi07g02246	chr7	4986949	4987896
Vitvi07g02247	chr7	4994402	4997466
Vitvi07g00487	chr7	4997978	4999805
Vitvi07g00488	chr7	5000734	5004254
Vitvi07g00489	chr7	5004319	5004669
Vitvi07g00490	chr7	5004775	5008994
Vitvi07g00491	chr7	5010458	5019621
Vitvi07g00492	chr7	5030778	5036309
Vitvi07g00493	chr7	5036916	5043780
Vitvi07g00494	chr7	5043984	5047400
Vitvi07g00495	chr7	5052334	5056896
Vitvi07g00496	chr7	5064871	5066143
Vitvi07g00497	chr7	5066185	5067050
Vitvi07g00498	chr7	5072043	5072261
Vitvi07g00499	chr7	5074248	5076675
Vitvi07g00500	chr7	5080856	5083189
Vitvi07g00501	chr7	5085309	5086239
Vitvi07g02248	chr7	5086737	5111270
Vitvi07g00502	chr7	5111271	5112011
Vitvi07g00503	chr7	5115630	5117983
Vitvi07g00504	chr7	5118132	5120539
Vitvi07g00505	chr7	5125346	5126285
Vitvi07g00506	chr7	5127190	5134052
Vitvi07g00507	chr7	5138815	5150848
Vitvi07g00508	chr7	5152298	5155504
Vitvi07g00509	chr7	5155691	5157313
Vitvi07g00510	chr7	5166057	5175070
Vitvi07g02249	chr7	5178636	5182165
Vitvi07g02250	chr7	5190049	5193415
Vitvi07g02074	chr7	5193790	5195161
Vitvi07g00513	chr7	5199141	5210021
Vitvi07g00515	chr7	5211735	5214292
Vitvi07g00516	chr7	5228369	5231248
Vitvi07g00517	chr7	5238371	5247382
Vitvi07g02251	chr7	5247553	5251475
Vitvi07g00518	chr7	5252755	5261224
Vitvi07g00520	chr7	5262485	5266878
Vitvi07g00521	chr7	5269874	5271278
Vitvi07g00522	chr7	5271282	5272174
Vitvi07g00523	chr7	5281892	5285021
Vitvi07g00524	chr7	5286419	5289471
Vitvi07g00525	chr7	5289954	5294551
Vitvi07g00526	chr7	5298226	5299621
Vitvi07g00527	chr7	5300557	5319462
Vitvi07g00529	chr7	5320171	5327383
Vitvi07g00530	chr7	5329049	5335535
Vitvi07g00531	chr7	5335800	5340096
Vitvi07g00532	chr7	5341791	5342991
Vitvi07g00533	chr7	5343733	5349185
Vitvi07g00534	chr7	5356287	5363473
Vitvi07g00535	chr7	5367082	5369115
Vitvi07g00536	chr7	5374114	5378390
Vitvi07g00537	chr7	5379359	5382941
Vitvi07g00538	chr7	5389660	5392675
Vitvi07g02252	chr7	5393602	5394991
Vitvi07g02253	chr7	5395124	5397642
Vitvi07g00539	chr7	5399308	5403378
Vitvi07g02254	chr7	5410316	5412500
Vitvi07g02255	chr7	5412953	5415161
Vitvi07g00540	chr7	5415379	5423863
Vitvi07g00542	chr7	5425167	5426704
Vitvi07g00543	chr7	5427350	5430687
Vitvi07g00544	chr7	5435515	5442130
Vitvi07g00545	chr7	5443498	5538633
Vitvi07g00549	chr7	5539025	5549707
Vitvi07g00550	chr7	5554475	5557735
Vitvi07g00551	chr7	5620558	5621551
Vitvi07g02256	chr7	5623511	5625487
Vitvi07g00552	chr7	5667687	5670258
Vitvi07g00553	chr7	5670547	5686623
Vitvi07g00554	chr7	5746710	5747549
Vitvi07g00555	chr7	5747938	5748096
Vitvi07g00556	chr7	5748171	5748422
Vitvi07g00557	chr7	5763246	5768714
Vitvi07g02257	chr7	5773725	5780600
Vitvi07g00558	chr7	5839659	5840393
Vitvi07g00559	chr7	5916598	5917023
Vitvi07g02258	chr7	5934031	5962470
Vitvi07g02259	chr7	5974837	5975727
Vitvi07g00560	chr7	6015849	6024901
Vitvi07g02260	chr7	6048294	6049310
Vitvi07g00561	chr7	6049486	6049865
Vitvi07g00562	chr7	6054248	6054684
Vitvi07g00563	chr7	6077751	6083656
Vitvi07g00564	chr7	6083725	6087046
Vitvi07g00565	chr7	6110714	6162699
Vitvi07g02261	chr7	6169961	6170679
Vitvi07g02262	chr7	6175931	6176615
Vitvi07g00567	chr7	6180583	6195170
Vitvi07g00569	chr7	6199225	6199518
Vitvi07g00570	chr7	6200811	6201020
Vitvi07g00571	chr7	6204249	6210107
Vitvi07g00572	chr7	6220003	6220810
Vitvi07g00573	chr7	6228524	6229895
Vitvi07g00574	chr7	6231257	6242906
Vitvi07g00575	chr7	6245382	6250989
Vitvi07g00576	chr7	6269964	6272114
Vitvi07g00577	chr7	6272329	6280246
Vitvi07g00578	chr7	6292660	6295054
Vitvi07g00579	chr7	6295685	6299515
Vitvi07g00580	chr7	6300342	6313484
Vitvi07g00581	chr7	6315241	6322224
Vitvi07g00582	chr7	6323459	6324926
Vitvi07g00583	chr7	6326273	6327288
Vitvi07g00585	chr7	6338048	6338200
Vitvi07g00586	chr7	6341949	6343758
Vitvi07g00587	chr7	6360268	6362013
Vitvi07g00588	chr7	6371123	6372811
Vitvi07g00589	chr7	6390948	6392244
Vitvi07g02263	chr7	6394015	6399048
Vitvi07g02062	chr7	6402817	6403293
Vitvi07g02063	chr7	6404674	6405258
Vitvi07g02064	chr7	6406530	6407095
Vitvi07g00590	chr7	6408919	6409607
Vitvi07g02070	chr7	6411197	6411936
Vitvi07g02067	chr7	6423554	6424721
Vitvi07g02264	chr7	6431434	6434440
Vitvi07g02265	chr7	6437694	6439192
Vitvi07g02065	chr7	6439255	6440272
Vitvi07g00591	chr7	6449825	6450506
Vitvi07g00592	chr7	6477672	6478402
Vitvi07g02068	chr7	6486603	6487259
Vitvi07g00593	chr7	6509615	6511844
Vitvi07g00594	chr7	6523458	6526491
Vitvi07g02266	chr7	6538262	6539209
Vitvi07g00595	chr7	6540063	6542802
Vitvi07g00596	chr7	6547753	6556896
Vitvi07g00597	chr7	6559950	6569407
Vitvi07g00598	chr7	6592966	6594374
Vitvi07g00599	chr7	6601860	6606124
Vitvi07g00600	chr7	6613049	6617230
Vitvi07g00601	chr7	6622731	6624035
Vitvi07g00602	chr7	6624144	6624670
Vitvi07g02267	chr7	6634334	6635728
Vitvi07g00603	chr7	6636500	6648949
Vitvi07g00604	chr7	6651661	6652626
Vitvi07g00605	chr7	6654266	6656241
Vitvi07g02268	chr7	6658288	6660288
Vitvi07g02269	chr7	6663550	6665594
Vitvi07g00606	chr7	6670273	6672401
Vitvi07g00607	chr7	6673089	6681722
Vitvi07g02270	chr7	6684964	6707033
Vitvi07g00608	chr7	6713600	6716518
Vitvi07g00609	chr7	6728390	6730666
Vitvi07g00610	chr7	6738462	6761327
Vitvi07g00612	chr7	6761910	6781661
Vitvi07g00613	chr7	6782767	6785531
Vitvi07g00614	chr7	6791908	6798347
Vitvi07g00615	chr7	6809761	6811403
Vitvi07g02271	chr7	6829287	6829923
Vitvi07g02272	chr7	6839434	6840233
Vitvi07g02273	chr7	6840434	6841615
Vitvi07g00616	chr7	6853713	6853877
Vitvi07g00617	chr7	6857282	6860226
Vitvi07g00618	chr7	6865709	6877585
Vitvi07g00619	chr7	6883651	6886744
Vitvi07g00620	chr7	6894577	6900700
Vitvi07g00621	chr7	6902641	6907305
Vitvi07g00622	chr7	6908906	6921065
Vitvi07g00623	chr7	6935621	6943110
Vitvi07g00624	chr7	6944100	6952207
Vitvi07g00625	chr7	6960049	6967788
Vitvi07g00626	chr7	6969937	6994197
Vitvi07g00627	chr7	6996793	6998256
Vitvi07g00628	chr7	7013452	7022415
Vitvi07g00629	chr7	7023388	7027667
Vitvi07g00630	chr7	7039544	7068247
Vitvi07g00633	chr7	7074973	7089324
Vitvi07g02274	chr7	7095163	7097263
Vitvi07g00634	chr7	7097542	7098939
Vitvi07g00635	chr7	7115533	7121721
Vitvi07g02275	chr7	7132356	7132814
Vitvi07g00636	chr7	7139429	7142651
Vitvi07g00637	chr7	7144536	7155350
Vitvi07g00638	chr7	7158478	7158697
Vitvi07g02276	chr7	7159010	7162313
Vitvi07g00639	chr7	7168468	7169444
Vitvi07g00640	chr7	7190646	7191441
Vitvi07g00641	chr7	7193081	7193235
Vitvi07g02277	chr7	7198150	7200816
Vitvi07g00642	chr7	7209536	7211789
Vitvi07g00643	chr7	7213677	7220397
Vitvi07g02278	chr7	7226047	7227525
Vitvi07g02279	chr7	7231889	7233318
Vitvi07g02280	chr7	7235461	7237193
Vitvi07g02281	chr7	7241380	7243191
Vitvi07g02282	chr7	7243874	7246146
Vitvi07g00644	chr7	7246785	7253332
Vitvi07g02283	chr7	7255655	7257372
Vitvi07g02284	chr7	7259426	7261141
Vitvi07g02285	chr7	7268608	7270455
Vitvi07g02286	chr7	7273429	7274893
Vitvi07g00647	chr7	7277546	7280474
Vitvi07g00649	chr7	7282928	7320839
Vitvi07g00650	chr7	7322235	7343444
Vitvi07g00652	chr7	7343223	7346158
Vitvi07g00653	chr7	7347617	7353264
Vitvi07g00654	chr7	7375449	7379353
Vitvi07g00655	chr7	7417025	7421675
Vitvi07g00656	chr7	7423500	7427107
Vitvi07g02287	chr7	7429564	7430316
Vitvi07g00657	chr7	7432437	7435955
Vitvi07g00658	chr7	7438477	7444271
Vitvi07g00659	chr7	7445957	7448208
Vitvi07g02288	chr7	7449315	7451978
Vitvi07g02289	chr7	7477779	7481746
Vitvi07g00660	chr7	7496302	7496454
Vitvi07g02290	chr7	7510710	7514814
Vitvi07g02291	chr7	7527158	7531075
Vitvi07g02292	chr7	7543813	7546007
Vitvi07g00661	chr7	7552063	7558110
Vitvi07g02293	chr7	7568944	7569543
Vitvi07g00663	chr7	7570443	7570601
Vitvi07g00664	chr7	7570690	7571019
Vitvi07g02294	chr7	7580566	7585024
Vitvi07g00665	chr7	7586935	7591211
Vitvi07g00666	chr7	7592962	7606051
Vitvi07g00667	chr7	7608313	7610855
Vitvi07g00668	chr7	7617272	7640303
Vitvi07g00669	chr7	7646312	7650216
Vitvi07g00670	chr7	7659462	7659952
Vitvi07g00671	chr7	7660377	7660538
Vitvi07g00672	chr7	7662076	7662567
Vitvi07g00673	chr7	7668607	7671254
Vitvi07g00674	chr7	7677346	7679909
Vitvi07g00675	chr7	7681062	7701628
Vitvi07g02295	chr7	7704199	7708999
Vitvi07g00676	chr7	7728301	7730143
Vitvi07g02296	chr7	7731344	7735077
Vitvi07g00677	chr7	7739482	7740099
Vitvi07g00678	chr7	7742593	7742931
Vitvi07g00679	chr7	7752977	7761114
Vitvi07g00680	chr7	7763420	7765429
Vitvi07g00681	chr7	7783678	7783860
Vitvi07g00682	chr7	7785095	7803365
Vitvi07g00683	chr7	7808288	7818044
Vitvi07g02297	chr7	7819220	7820564
Vitvi07g02298	chr7	7820950	7821150
Vitvi07g02299	chr7	7822505	7827767
Vitvi07g00684	chr7	7827768	7829138
Vitvi07g00685	chr7	7832223	7836352
Vitvi07g00686	chr7	7838806	7847803
Vitvi07g00687	chr7	7849861	7856701
Vitvi07g00688	chr7	7857642	7871444
Vitvi07g00690	chr7	7874079	7875999
Vitvi07g02300	chr7	7876142	7879289
Vitvi07g00691	chr7	7880826	7890496
Vitvi07g00693	chr7	7890670	7900313
Vitvi07g00694	chr7	7912651	7914588
Vitvi07g00695	chr7	7915640	7916692
Vitvi07g02301	chr7	7917131	7928796
Vitvi07g00696	chr7	7958370	7973688
Vitvi07g00697	chr7	7987515	7992358
Vitvi07g00698	chr7	7994434	8102858
Vitvi07g00701	chr7	8113351	8115582
Vitvi07g00702	chr7	8135163	8136144
Vitvi07g00703	chr7	8136702	8137164
Vitvi07g00704	chr7	8154387	8159225
Vitvi07g00705	chr7	8161186	8165380
Vitvi07g00706	chr7	8166565	8168830
Vitvi07g00707	chr7	8169444	8179068
Vitvi07g00708	chr7	8179558	8186421
Vitvi07g02302	chr7	8186422	8188124
Vitvi07g00709	chr7	8200082	8200903
Vitvi07g00710	chr7	8202671	8225165
Vitvi07g00711	chr7	8246002	8270922
Vitvi07g00712	chr7	8274294	8274479
Vitvi07g02303	chr7	8277337	8278140
Vitvi07g00713	chr7	8280310	8280591
Vitvi07g00714	chr7	8285577	8286007
Vitvi07g00715	chr7	8291509	8291729
Vitvi07g02304	chr7	8291964	8294226
Vitvi07g02305	chr7	8294334	8298742
Vitvi07g00716	chr7	8298325	8300190
Vitvi07g02306	chr7	8301347	8301757
Vitvi07g00717	chr7	8311579	8312160
Vitvi07g00718	chr7	8329946	8333594
Vitvi07g00719	chr7	8334737	8361028
Vitvi07g00720	chr7	8372570	8378518
Vitvi07g00721	chr7	8379373	8391238
Vitvi07g00722	chr7	8391507	8394937
Vitvi07g00723	chr7	8409416	8417013
Vitvi07g00724	chr7	8419484	8439271
Vitvi07g00725	chr7	8448727	8448882
Vitvi07g00726	chr7	8452702	8454633
Vitvi07g02307	chr7	8467282	8467476
Vitvi07g00727	chr7	8469906	8470385
Vitvi07g00728	chr7	8475481	8477536
Vitvi07g00729	chr7	8477630	8477809
Vitvi07g02308	chr7	8479751	8482013
Vitvi07g00730	chr7	8483556	8485870
Vitvi07g00731	chr7	8485990	8488839
Vitvi07g00732	chr7	8492134	8493031
Vitvi07g00733	chr7	8500628	8519155
Vitvi07g00734	chr7	8519245	8520351
Vitvi07g00735	chr7	8521155	8522879
Vitvi07g00736	chr7	8522995	8524222
Vitvi07g00737	chr7	8526129	8532770
Vitvi07g02309	chr7	8536992	8538386
Vitvi07g00738	chr7	8544386	8555618
Vitvi07g00739	chr7	8561801	8568294
Vitvi07g00740	chr7	8571649	8594569
Vitvi07g00741	chr7	8615746	8618864
Vitvi07g00742	chr7	8625073	8628243
Vitvi07g02310	chr7	8667635	8668504
Vitvi07g00743	chr7	8687757	8719664
Vitvi07g00744	chr7	8760457	8805110
Vitvi07g00745	chr7	8805372	8807042
Vitvi07g00746	chr7	8837322	8837714
Vitvi07g00747	chr7	8964450	8975439
Vitvi07g00748	chr7	8977032	8979741
Vitvi07g00749	chr7	8982161	8983085
Vitvi07g00750	chr7	8985858	8986036
Vitvi07g00751	chr7	8986100	8987634
Vitvi07g00752	chr7	9011012	9015540
Vitvi07g02311	chr7	9053619	9054403
Vitvi07g00753	chr7	9083758	9083922
Vitvi07g00754	chr7	9084088	9084390
Vitvi07g00755	chr7	9102238	9115612
Vitvi07g00756	chr7	9158101	9158237
Vitvi07g00757	chr7	9163274	9189760
Vitvi07g00758	chr7	9258489	9258641
Vitvi07g00759	chr7	9274319	9305906
Vitvi07g00760	chr7	9330562	9357098
Vitvi07g02312	chr7	9366769	9367558
Vitvi07g00761	chr7	9401158	9401307
Vitvi07g00762	chr7	9414962	9420164
Vitvi07g00763	chr7	9434968	9435241
Vitvi07g00764	chr7	9435423	9435797
Vitvi07g02313	chr7	9452144	9463438
Vitvi07g02314	chr7	9463811	9468292
Vitvi07g00765	chr7	9471886	9481984
Vitvi07g00766	chr7	9482180	9482341
Vitvi07g02315	chr7	9507169	9507989
Vitvi07g00767	chr7	9514410	9515346
Vitvi07g00768	chr7	9535409	9535588
Vitvi07g00769	chr7	9535883	9536053
Vitvi07g02316	chr7	9538905	9541732
Vitvi07g00770	chr7	9552102	9552445
Vitvi07g02317	chr7	9563219	9563849
Vitvi07g00771	chr7	9565607	9574034
Vitvi07g02318	chr7	9591070	9591746
Vitvi07g02319	chr7	9595648	9598054
Vitvi07g00772	chr7	9624518	9627292
Vitvi07g02320	chr7	9638977	9639599
Vitvi07g00773	chr7	9648701	9649405
Vitvi07g00774	chr7	9666350	9666529
Vitvi07g02321	chr7	9669160	9678907
Vitvi07g02322	chr7	9679072	9683925
Vitvi07g00775	chr7	9705007	9705291
Vitvi07g00776	chr7	9716277	9716744
Vitvi07g00777	chr7	9717088	9718026
Vitvi07g00778	chr7	9719756	9719932
Vitvi07g02323	chr7	9724465	9726109
Vitvi07g02324	chr7	9736840	9740133
Vitvi07g00779	chr7	9741544	9741714
Vitvi07g02325	chr7	9742642	9744181
Vitvi07g02326	chr7	9744682	9746070
Vitvi07g02327	chr7	9755835	9758394
Vitvi07g02328	chr7	9758515	9761056
Vitvi07g00780	chr7	9764312	9764671
Vitvi07g02329	chr7	9782156	9785150
Vitvi07g00781	chr7	9813056	9816443
Vitvi07g02330	chr7	9864396	9868344
Vitvi07g02331	chr7	9869086	9870628
Vitvi07g02332	chr7	9871370	9871734
Vitvi07g00783	chr7	9880945	9881103
Vitvi07g02333	chr7	9882541	9883356
Vitvi07g00784	chr7	9884783	9885237
Vitvi07g00785	chr7	9905972	9907680
Vitvi07g02334	chr7	9909939	9916482
Vitvi07g00786	chr7	9921208	9925358
Vitvi07g00787	chr7	9928137	9933510
Vitvi07g02335	chr7	9947900	9960571
Vitvi07g00788	chr7	9964270	9964431
Vitvi07g00789	chr7	9982602	9983463
Vitvi07g02336	chr7	9988649	9989787
Vitvi07g00790	chr7	10000849	10001914
Vitvi07g00791	chr7	10004269	10004552
Vitvi07g02337	chr7	10006749	10008097
Vitvi07g02338	chr7	10037309	10037900
Vitvi07g02339	chr7	10043905	10047592
Vitvi07g02340	chr7	10049008	10049764
Vitvi07g02341	chr7	10049801	10050191
Vitvi07g02342	chr7	10052848	10053870
Vitvi07g00792	chr7	10056056	10113077
Vitvi07g02343	chr7	10123079	10124601
Vitvi07g02344	chr7	10128401	10128817
Vitvi07g00795	chr7	10149477	10155650
Vitvi07g00796	chr7	10164914	10172473
Vitvi07g00797	chr7	10182164	10183934
Vitvi07g00798	chr7	10185912	10197921
Vitvi07g00799	chr7	10204592	10205511
Vitvi07g00800	chr7	10209637	10209843
Vitvi07g00801	chr7	10210928	10217078
Vitvi07g02345	chr7	10218869	10221067
Vitvi07g00802	chr7	10256308	10256481
Vitvi07g00803	chr7	10278585	10282145
Vitvi07g00805	chr7	10307407	10307712
Vitvi07g00806	chr7	10308202	10316766
Vitvi07g00807	chr7	10319328	10322582
Vitvi07g00808	chr7	10325333	10332122
Vitvi07g00809	chr7	10334765	10334971
Vitvi07g00810	chr7	10351804	10352491
Vitvi07g00811	chr7	10356142	10356899
Vitvi07g00812	chr7	10357066	10357281
Vitvi07g00813	chr7	10359020	10359754
Vitvi07g00814	chr7	10383237	10391226
Vitvi07g00815	chr7	10397632	10398520
Vitvi07g00816	chr7	10402327	10402819
Vitvi07g00817	chr7	10411451	10411624
Vitvi07g00818	chr7	10411679	10412821
Vitvi07g02346	chr7	10419253	10420067
Vitvi07g02347	chr7	10420728	10420998
Vitvi07g00819	chr7	10432647	10433160
Vitvi07g00820	chr7	10435831	10436096
Vitvi07g00821	chr7	10455024	10462724
Vitvi07g02348	chr7	10464180	10464893
Vitvi07g02349	chr7	10467419	10468260
Vitvi07g00822	chr7	10477849	10480005
Vitvi07g00823	chr7	10480071	10480452
Vitvi07g00824	chr7	10495111	10498790
Vitvi07g00825	chr7	10499244	10505669
Vitvi07g00826	chr7	10515876	10518210
Vitvi07g02350	chr7	10519526	10520085
Vitvi07g00827	chr7	10520096	10521216
Vitvi07g02351	chr7	10529079	10529399
Vitvi07g02352	chr7	10535251	10537967
Vitvi07g00828	chr7	10559599	10562678
Vitvi07g00829	chr7	10572100	10572762
Vitvi07g00830	chr7	10582145	10587555
Vitvi07g00831	chr7	10587846	10595626
Vitvi07g00832	chr7	10608598	10608879
Vitvi07g00833	chr7	10608981	10614018
Vitvi07g00834	chr7	10614134	10615498
Vitvi07g00835	chr7	10628704	10639366
Vitvi07g00836	chr7	10639901	10644262
Vitvi07g00837	chr7	10653067	10654059
Vitvi07g00839	chr7	10665062	10666156
Vitvi07g00840	chr7	10673249	10674110
Vitvi07g02353	chr7	10688886	10689302
Vitvi07g00841	chr7	10692999	10698127
Vitvi07g00842	chr7	10698770	10705583
Vitvi07g00843	chr7	10717128	10733693
Vitvi07g00844	chr7	10758400	10759212
Vitvi07g00845	chr7	10800350	10800508
Vitvi07g00846	chr7	10801147	10801359
Vitvi07g02354	chr7	10807413	10807523
Vitvi07g00847	chr7	10811103	10813318
Vitvi07g00848	chr7	10815223	10815820
Vitvi07g02355	chr7	10820619	10823077
Vitvi07g00849	chr7	10836052	10837727
Vitvi07g00850	chr7	10840132	10841090
Vitvi07g00851	chr7	10846247	10846396
Vitvi07g00852	chr7	10855576	10856666
Vitvi07g00853	chr7	10863310	10863840
Vitvi07g00854	chr7	10885745	10886760
Vitvi07g00855	chr7	10891244	10891844
Vitvi07g00856	chr7	10910065	10910220
Vitvi07g00857	chr7	10913441	10928840
Vitvi07g00858	chr7	10952301	10952456
Vitvi07g02356	chr7	10974618	10975466
Vitvi07g00859	chr7	10984948	10990538
Vitvi07g00860	chr7	10998166	10998647
Vitvi07g02357	chr7	11013407	11014804
Vitvi07g00861	chr7	11024407	11025702
Vitvi07g00862	chr7	11043968	11044138
Vitvi07g00863	chr7	11050914	11051096
Vitvi07g00864	chr7	11051672	11052451
Vitvi07g00865	chr7	11052873	11055571
Vitvi07g00866	chr7	11056265	11056838
Vitvi07g00867	chr7	11095514	11098990
Vitvi07g00869	chr7	11100928	11104006
Vitvi07g02358	chr7	11116191	11132803
Vitvi07g00870	chr7	11146038	11146196
Vitvi07g00871	chr7	11147082	11147612
Vitvi07g02359	chr7	11147864	11156938
Vitvi07g00872	chr7	11156946	11157222
Vitvi07g00873	chr7	11158962	11160974
Vitvi07g00874	chr7	11161152	11161579
Vitvi07g00875	chr7	11166433	11186335
Vitvi07g02360	chr7	11193612	11195015
Vitvi07g00876	chr7	11205768	11207380
Vitvi07g00877	chr7	11207988	11208386
Vitvi07g00878	chr7	11214459	11214860
Vitvi07g02361	chr7	11233489	11236691
Vitvi07g02362	chr7	11255615	11257012
Vitvi07g00879	chr7	11274784	11276181
Vitvi07g02363	chr7	11291870	11292451
Vitvi07g00880	chr7	11305092	11305482
Vitvi07g00881	chr7	11308207	11309414
Vitvi07g00882	chr7	11309743	11310232
Vitvi07g00883	chr7	11311804	11313255
Vitvi07g00884	chr7	11325350	11348997
Vitvi07g00885	chr7	11363730	11365457
Vitvi07g02364	chr7	11367820	11368736
Vitvi07g00886	chr7	11408598	11410067
Vitvi07g00887	chr7	11419823	11422936
Vitvi07g00888	chr7	11461241	11461600
Vitvi07g00889	chr7	11462206	11463050
Vitvi07g00890	chr7	11475778	11479658
Vitvi07g00891	chr7	11507680	11509101
Vitvi07g00892	chr7	11510805	11514001
Vitvi07g00893	chr7	11515760	11516676
Vitvi07g00894	chr7	11518294	11521590
Vitvi07g00895	chr7	11533633	11551640
Vitvi07g00896	chr7	11568284	11570688
Vitvi07g00897	chr7	11581193	11581513
Vitvi07g02365	chr7	11618858	11620507
Vitvi07g00898	chr7	11632973	11633618
Vitvi07g02366	chr7	11634764	11636035
Vitvi07g02367	chr7	11637250	11639396
Vitvi07g02368	chr7	11646327	11648375
Vitvi07g00899	chr7	11654340	11655126
Vitvi07g00900	chr7	11669618	11687604
Vitvi07g02369	chr7	11700101	11702182
Vitvi07g02370	chr7	11708660	11709349
Vitvi07g00901	chr7	11747783	11748086
Vitvi07g00902	chr7	11748421	11749267
Vitvi07g00903	chr7	11754056	11759479
Vitvi07g00904	chr7	11761533	11761981
Vitvi07g00905	chr7	11764352	11770935
Vitvi07g00906	chr7	11793036	11822691
Vitvi07g00907	chr7	11843336	11846975
Vitvi07g02371	chr7	11853724	11853888
Vitvi07g00908	chr7	11860769	11878464
Vitvi07g00909	chr7	11895688	11895870
Vitvi07g02372	chr7	11906779	11907018
Vitvi07g00910	chr7	11917048	11930002
Vitvi07g02373	chr7	11932145	11933469
Vitvi07g00912	chr7	11934727	11937168
Vitvi07g00913	chr7	11938336	11938542
Vitvi07g02374	chr7	11946065	11946737
Vitvi07g00914	chr7	11955277	11960003
Vitvi07g02375	chr7	11965052	11965446
Vitvi07g00916	chr7	11971385	11976114
Vitvi07g00917	chr7	11993737	11994396
Vitvi07g00918	chr7	12017771	12020618
Vitvi07g00919	chr7	12027412	12028215
Vitvi07g00920	chr7	12033452	12033607
Vitvi07g02376	chr7	12035488	12037179
Vitvi07g00921	chr7	12092155	12163537
Vitvi07g00922	chr7	12165381	12165641
Vitvi07g00923	chr7	12170431	12173803
Vitvi07g00924	chr7	12177324	12182246
Vitvi07g02377	chr7	12185022	12186234
Vitvi07g02378	chr7	12215956	12216230
Vitvi07g02379	chr7	12216766	12217993
Vitvi07g00926	chr7	12221682	12222378
Vitvi07g00927	chr7	12224033	12224610
Vitvi07g00928	chr7	12247337	12249670
Vitvi07g00930	chr7	12251543	12256298
Vitvi07g00932	chr7	12286505	12288112
Vitvi07g02071	chr7	12294351	12294983
Vitvi07g00933	chr7	12299874	12303256
Vitvi07g00934	chr7	12304031	12334261
Vitvi07g00935	chr7	12334616	12334771
Vitvi07g02380	chr7	12338455	12339609
Vitvi07g02381	chr7	12344050	12344401
Vitvi07g00936	chr7	12352903	12353553
Vitvi07g00937	chr7	12374230	12374518
Vitvi07g00938	chr7	12375818	12376032
Vitvi07g00939	chr7	12388811	12408544
Vitvi07g02382	chr7	12413915	12414955
Vitvi07g00940	chr7	12424328	12425369
Vitvi07g00941	chr7	12428967	12430049
Vitvi07g00943	chr7	12434111	12454078
Vitvi07g00945	chr7	12462412	12462564
Vitvi07g00946	chr7	12497495	12503698
Vitvi07g00947	chr7	12508582	12510923
Vitvi07g00948	chr7	12512451	12513017
Vitvi07g02383	chr7	12523608	12524246
Vitvi07g00949	chr7	12542360	12552600
Vitvi07g00950	chr7	12576366	12578695
Vitvi07g00951	chr7	12581332	12590466
Vitvi07g00952	chr7	12600739	12602782
Vitvi07g00953	chr7	12622694	12626111
Vitvi07g02384	chr7	12627897	12628864
Vitvi07g00954	chr7	12639226	12672058
Vitvi07g00955	chr7	12687188	12687427
Vitvi07g00956	chr7	12710335	12710529
Vitvi07g00957	chr7	12739565	12741403
Vitvi07g00958	chr7	12753865	12757232
Vitvi07g00959	chr7	12772669	12773084
Vitvi07g00960	chr7	12777375	12778272
Vitvi07g00961	chr7	12781763	12785780
Vitvi07g02385	chr7	12788233	12788916
Vitvi07g00963	chr7	12832249	12832972
Vitvi07g00964	chr7	12844850	12846684
Vitvi07g00965	chr7	12849558	12849930
Vitvi07g02386	chr7	12859361	12860176
Vitvi07g00966	chr7	12883079	12891194
Vitvi07g02387	chr7	12894696	12900823
Vitvi07g02388	chr7	12903305	12908618
Vitvi07g00967	chr7	12908700	12910373
Vitvi07g00968	chr7	12932448	12935078
Vitvi07g00969	chr7	12935565	12936820
Vitvi07g00970	chr7	12936881	12939386
Vitvi07g00971	chr7	12952215	12952498
Vitvi07g02389	chr7	12954536	12955931
Vitvi07g02390	chr7	12956980	12961081
Vitvi07g00972	chr7	12961696	12961945
Vitvi07g00973	chr7	12974371	12977396
Vitvi07g02391	chr7	12979141	12982402
Vitvi07g00974	chr7	12982598	12999464
Vitvi07g00977	chr7	13008568	13009312
Vitvi07g00978	chr7	13012073	13012768
Vitvi07g00979	chr7	13013756	13014165
Vitvi07g00980	chr7	13014868	13015534
Vitvi07g02392	chr7	13022617	13022829
Vitvi07g00981	chr7	13025864	13027920
Vitvi07g02393	chr7	13033920	13042521
Vitvi07g00982	chr7	13071002	13089606
Vitvi07g02394	chr7	13099584	13102946
Vitvi07g00983	chr7	13107609	13108105
Vitvi07g00984	chr7	13108504	13110371
Vitvi07g00985	chr7	13120050	13123395
Vitvi07g02395	chr7	13128970	13130809
Vitvi07g02396	chr7	13131888	13132289
Vitvi07g00986	chr7	13165010	13165177
Vitvi07g00987	chr7	13202136	13202361
Vitvi07g00988	chr7	13204227	13206818
Vitvi07g00989	chr7	13210305	13211846
Vitvi07g00990	chr7	13213442	13213821
Vitvi07g00991	chr7	13223325	13231409
Vitvi07g00992	chr7	13232189	13234340
