# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Vitvi12g01437	Vitvi12g01437	Vitvi12g01437.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi12g01438	Vitvi12g01438	Vitvi12g01438.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01439	Vitvi12g01439	Vitvi12g01439.t01	protein_coding	0	1	0	35	0	0	0	0	0	0	0	34	0	1	0	0	0	0	0	0	0	0	0	1	0
Vitvi12g01440	Vitvi12g01440	Vitvi12g01440.t01	protein_coding	0	0	0	38	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi12g01441	Vitvi12g01441	Vitvi12g01441.t01	protein_coding	0	0	0	38	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi12g01442	Vitvi12g01442	Vitvi12g01442.t01	protein_coding	0	1	0	35	0	0	0	0	0	0	0	25	0	3	0	0	0	0	1	0	0	0	0	0	8
Vitvi12g01443	Vitvi12g01443	Vitvi12g01443.t01	protein_coding	2	2	10	22	0	0	0	0	0	0	0	8	1	5	10	0	1	0	3	0	0	0	0	0	12
Vitvi12g01444	Vitvi12g01444	Vitvi12g01444.t01	protein_coding	0	0	0	36	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	7
Vitvi12g01445	Vitvi12g01445	Vitvi12g01445.t01	protein_coding	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
Vitvi12g01446	Vitvi12g01446	Vitvi12g01446.t01	protein_coding	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
Vitvi12g01447	Vitvi12g01447	Vitvi12g01447.t01	protein_coding	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
Vitvi12g01651	Vitvi12g01651	Vitvi12g01651.t01	protein_coding	0	3	3	5	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	3	2
Vitvi12g01668	Vitvi12g01668	Vitvi12g01668.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01785	Vitvi12g01785	Vitvi12g01785.t01	protein_coding	0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01792	Vitvi12g01792	Vitvi12g01792.t01	protein_coding	0	4	4	3	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	4	0
Vitvi12g01856	Vitvi12g01856	Vitvi12g01856.t01	protein_coding	0	1	0	58	0	0	0	0	0	0	0	7	0	47	0	0	0	0	1	0	0	0	0	0	5
Vitvi12g01922	Vitvi12g01922	Vitvi12g01922.t01	protein_coding	3	9	15	50	8	1	4	1	0	0	0	17	0	0	14	0	0	0	0	0	2	1	1	7	21
Vitvi12g01923	Vitvi12g01923	Vitvi12g01923.t01	protein_coding	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61
Vitvi12g01963	Vitvi12g01963	Vitvi12g01963.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi12g01964	Vitvi12g01964	Vitvi12g01964.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01964	Vitvi12g01964	Vitvi12g01964.t02	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01964	Vitvi12g01964	Vitvi12g01964.t03	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01964	Vitvi12g01964	Vitvi12g01964.t04	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01965	Vitvi12g01965	Vitvi12g01965.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi12g01973	Vitvi12g01973	Vitvi12g01973.t01	protein_coding	0	0	2	13	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	9
Vitvi12g01973	Vitvi12g01973	Vitvi12g01973.t02	protein_coding	0	0	2	13	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	9
Vitvi12g01973	Vitvi12g01973	Vitvi12g01973.t03	protein_coding	0	1	2	13	0	1	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	9
Vitvi12g01987	Vitvi12g01987	Vitvi12g01987.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g01988	Vitvi12g01988	Vitvi12g01988.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g02004	Vitvi12g02004	Vitvi12g02004.t01	protein_coding	0	0	0	8	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02005	Vitvi12g02005	Vitvi12g02005.t01	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2
Vitvi12g02251	Vitvi12g02251	Vitvi12g02251.t01	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Vitvi12g02263	Vitvi12g02263	Vitvi12g02263.t01	protein_coding	1	0	2	21	1	0	0	0	0	0	0	14	0	3	2	0	0	0	0	0	1	0	0	0	3
Vitvi12g02264	Vitvi12g02264	Vitvi12g02264.t01	protein_coding	0	0	1	39	0	0	0	0	0	0	0	21	0	7	1	0	0	0	0	0	0	0	0	0	11
Vitvi12g02265	Vitvi12g02265	Vitvi12g02265.t01	protein_coding	0	0	0	11	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02271	Vitvi12g02271	Vitvi12g02271.t01	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5
Vitvi12g02288	Vitvi12g02288	Vitvi12g02288.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g02289	Vitvi12g02289	Vitvi12g02289.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g02290	Vitvi12g02290	Vitvi12g02290.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02291	Vitvi12g02291	Vitvi12g02291.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Vitvi12g02292	Vitvi12g02292	Vitvi12g02292.t01	protein_coding	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2
Vitvi12g02299	Vitvi12g02299	Vitvi12g02299.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi12g02350	Vitvi12g02350	Vitvi12g02350.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02351	Vitvi12g02351	Vitvi12g02351.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02353	Vitvi12g02353	Vitvi12g02353.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02354	Vitvi12g02354	Vitvi12g02354.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02355	Vitvi12g02355	Vitvi12g02355.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g02412	Vitvi12g02412	Vitvi12g02412.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02477	Vitvi12g02477	Vitvi12g02477.t01	protein_coding	0	2	0	15	0	2	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6
Vitvi12g02487	Vitvi12g02487	Vitvi12g02487.t01	protein_coding	1	0	2	14	0	0	0	0	0	0	0	1	0	13	2	0	0	0	0	0	1	0	0	0	0
Vitvi12g02488	Vitvi12g02488	Vitvi12g02488.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02489	Vitvi12g02489	Vitvi12g02489.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g02623	Vitvi12g02623	Vitvi12g02623.t01	protein_coding	3	1	2	10	0	0	0	0	0	0	0	2	2	8	2	0	0	0	0	0	1	0	0	1	0
Vitvi12g02624	Vitvi12g02624	Vitvi12g02624.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02631	Vitvi12g02631	Vitvi12g02631.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi12g02632	Vitvi12g02632	Vitvi12g02632.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi12g02642	Vitvi12g02642	Vitvi12g02642.t01	protein_coding	0	0	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8
Vitvi12g02643	Vitvi12g02643	Vitvi12g02643.t01	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Vitvi12g02650	Vitvi12g02650	Vitvi12g02650.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02651	Vitvi12g02651	Vitvi12g02651.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi12g02656	Vitvi12g02656	Vitvi12g02656.r01	lincRNA	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g00069	Vitvi13g00069	Vitvi13g00069.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi13g00069	Vitvi13g00069	Vitvi13g00069.t02	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi13g00070	Vitvi13g00070	Vitvi13g00070.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi13g00118	Vitvi13g00118	Vitvi13g00118.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g00120	Vitvi13g00120	Vitvi13g00120.t01	protein_coding	0	0	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
Vitvi13g00121	Vitvi13g00121	Vitvi13g00121.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g00395	Vitvi13g00395	Vitvi13g00395.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g00397	Vitvi13g00397	Vitvi13g00397.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g00398	Vitvi13g00398	Vitvi13g00398.t01	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vitvi13g00399	Vitvi13g00399	Vitvi13g00399.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi13g00400	Vitvi13g00400	Vitvi13g00400.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi13g00818	Vitvi13g00818	Vitvi13g00818.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi13g00819	Vitvi13g00819	Vitvi13g00819.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g00942	Vitvi13g00942	Vitvi13g00942.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g00943	Vitvi13g00943	Vitvi13g00943.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01096	Vitvi13g01096	Vitvi13g01096.t01	protein_coding	1	0	2	17	3	0	0	1	0	0	0	5	0	8	1	0	0	0	0	0	1	0	0	0	1
Vitvi13g01155	Vitvi13g01155	Vitvi13g01155.t01	protein_coding	1	2	1	192	0	0	0	0	0	0	0	0	0	172	1	0	0	0	1	0	0	1	0	1	21
Vitvi13g01173	Vitvi13g01173	Vitvi13g01173.t01	protein_coding	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01175	Vitvi13g01175	Vitvi13g01175.t01	protein_coding	0	0	0	18	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01177	Vitvi13g01177	Vitvi13g01177.t01	protein_coding	0	0	0	18	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01207	Vitvi13g01207	Vitvi13g01207.t01	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Vitvi13g01208	Vitvi13g01208	Vitvi13g01208.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi13g01488	Vitvi13g01488	Vitvi13g01488.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01488	Vitvi13g01488	Vitvi13g01488.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01488	Vitvi13g01488	Vitvi13g01488.t03	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01488	Vitvi13g01488	Vitvi13g01488.t04	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01488	Vitvi13g01488	Vitvi13g01488.t05	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01497	Vitvi13g01497	Vitvi13g01497.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01565	Vitvi13g01565	Vitvi13g01565.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01593	Vitvi13g01593	Vitvi13g01593.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Vitvi13g01594	Vitvi13g01594	Vitvi13g01594.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g01595	Vitvi13g01595	Vitvi13g01595.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
Vitvi13g01893	Vitvi13g01893	Vitvi13g01893.t01	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Vitvi13g02109	Vitvi13g02109	Vitvi13g02109.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Vitvi13g02154	Vitvi13g02154	Vitvi13g02154.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g02155	Vitvi13g02155	Vitvi13g02155.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g02206	Vitvi13g02206	Vitvi13g02206.t01	protein_coding	1	1	3	82	1	0	4	0	0	0	0	4	0	55	3	0	0	0	0	0	1	0	0	1	18
Vitvi13g02209	Vitvi13g02209	Vitvi13g02209.t01	protein_coding	0	0	3	15	6	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0
Vitvi13g02287	Vitvi13g02287	Vitvi13g02287.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Vitvi13g02362	Vitvi13g02362	Vitvi13g02362.t01	protein_coding	1	0	1	17	1	0	0	0	0	0	0	0	1	11	1	0	0	0	0	0	0	0	0	0	5
Vitvi13g02363	Vitvi13g02363	Vitvi13g02363.t01	protein_coding	0	1	0	14	4	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	1	0
Vitvi13g02363	Vitvi13g02363	Vitvi13g02363.t02	protein_coding	0	1	0	14	4	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	1	0
Vitvi13g02363	Vitvi13g02363	Vitvi13g02363.t03	protein_coding	1	1	2	11	4	0	0	0	0	0	0	4	1	3	2	0	0	0	0	0	0	0	0	1	0
Vitvi13g02442	Vitvi13g02442	Vitvi13g02442.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Vitvi13g02557	Vitvi13g02557	Vitvi13g02557.r01	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi14g00132	Vitvi14g00132	Vitvi14g00132.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Vitvi14g00133	Vitvi14g00133	Vitvi14g00133.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00134	Vitvi14g00134	Vitvi14g00134.t01	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00158	Vitvi14g00158	Vitvi14g00158.t01	protein_coding	0	0	0	7	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	1
Vitvi14g00205	Vitvi14g00205	Vitvi14g00205.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00206	Vitvi14g00206	Vitvi14g00206.t01	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Vitvi14g00218	Vitvi14g00218	Vitvi14g00218.t01	protein_coding	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
Vitvi14g00256	Vitvi14g00256	Vitvi14g00256.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi14g00256	Vitvi14g00256	Vitvi14g00256.t02	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi14g00256	Vitvi14g00256	Vitvi14g00256.t03	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi14g00257	Vitvi14g00257	Vitvi14g00257.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi14g00258	Vitvi14g00258	Vitvi14g00258.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00260	Vitvi14g00260	Vitvi14g00260.t01	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Vitvi14g00261	Vitvi14g00261	Vitvi14g00261.t01	protein_coding	0	1	5	8	1	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	1	4
Vitvi14g00262	Vitvi14g00262	Vitvi14g00262.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Vitvi14g00294	Vitvi14g00294	Vitvi14g00294.t01	protein_coding	0	1	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2
Vitvi14g00297	Vitvi14g00297	Vitvi14g00297.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00297	Vitvi14g00297	Vitvi14g00297.t02	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00297	Vitvi14g00297	Vitvi14g00297.t03	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00307	Vitvi14g00307	Vitvi14g00307.t01	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Vitvi14g00308	Vitvi14g00308	Vitvi14g00308.t01	protein_coding	0	0	0	25	0	0	0	0	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	9
Vitvi14g00309	Vitvi14g00309	Vitvi14g00309.t01	protein_coding	1	0	0	19	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19
Vitvi14g00511	Vitvi14g00511	Vitvi14g00511.t01	protein_coding	0	1	1	4	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2
Vitvi14g00513	Vitvi14g00513	Vitvi14g00513.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Vitvi14g00514	Vitvi14g00514	Vitvi14g00514.t01	protein_coding	0	0	0	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00576	Vitvi14g00576	Vitvi14g00576.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Vitvi14g00587	Vitvi14g00587	Vitvi14g00587.t01	protein_coding	1	1	1	3	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0
Vitvi14g00588	Vitvi14g00588	Vitvi14g00588.t01	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00645	Vitvi14g00645	Vitvi14g00645.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00646	Vitvi14g00646	Vitvi14g00646.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00912	Vitvi14g00912	Vitvi14g00912.t01	protein_coding	0	0	0	15	1	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g00914	Vitvi14g00914	Vitvi14g00914.t01	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Vitvi14g00914	Vitvi14g00914	Vitvi14g00914.t02	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
Vitvi14g00995	Vitvi14g00995	Vitvi14g00995.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Vitvi14g01004	Vitvi14g01004	Vitvi14g01004.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g01017	Vitvi14g01017	Vitvi14g01017.t01	protein_coding	0	0	2	2	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0
Vitvi14g01114	Vitvi14g01114	Vitvi14g01114.t01	protein_coding	0	2	1	4	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	2	1
Vitvi14g01130	Vitvi14g01130	Vitvi14g01130.t01	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Vitvi14g01131	Vitvi14g01131	Vitvi14g01131.t01	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
Vitvi14g01322	Vitvi14g01322	Vitvi14g01322.t01	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Vitvi14g01323	Vitvi14g01323	Vitvi14g01323.t01	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Vitvi14g01324	Vitvi14g01324	Vitvi14g01324.t01	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
Vitvi14g01352	Vitvi14g01352	Vitvi14g01352.t01	protein_coding	0	0	1	5	1	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0
Vitvi14g01382	Vitvi14g01382	Vitvi14g01382.t01	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vitvi14g01530	Vitvi14g01530	Vitvi14g01530.t01	protein_coding	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Vitvi14g01776	Vitvi14g01776	Vitvi14g01776.t01	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
